ResponseID,qid,question,subq_id,subq_label,response,subjCode,no_content
R_VLjMzvo3e3k8kmd,,,diff.2.23.,Geometry-Square (23),Not a square,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.23.,Geometry-Square (23),not a square,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.23.,Geometry-Square (23),Non-square,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.23.,Geometry-Square (23),rectangle rather than square,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.23.,Geometry-Square (23),Not a square,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.23.,Geometry-Square (23),not square,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.23.,Geometry-Square (23),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.23.,Geometry-Square (23),"rectangle, not square",gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.23.,Geometry-Square (23),More of a rectangle shape,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.23.,Geometry-Square (23),not a square,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.23.,Geometry-Square (23),This is a rectangle rather than a square like the rest.,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.23.,Geometry-Square (23),Rectangle not a square,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.23.,Geometry-Square (23),"rectangle, not square",gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.23.,Geometry-Square (23),shape,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.24.,Geometry-Rectangle (24),Perimeter has sharper angles.,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.24.,Geometry-Rectangle (24),diamond,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.24.,Geometry-Rectangle (24),"Not a rectangle, it's a parallelogram",gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.24.,Geometry-Rectangle (24),Shape and angle different,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.24.,Geometry-Rectangle (24),Diamond shape,gvi_engDescr_132,0
R_1db5XLzFlF1OpoV,,,diff.2.24.,Geometry-Rectangle (24),diamond not a rectangle,oddOneOut_102,0
R_2fBaNefS4WQ4aSv,,,diff.2.24.,Geometry-Rectangle (24),not a symmetric shape,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.24.,Geometry-Rectangle (24),not a rectangle,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.24.,Geometry-Rectangle (24),not a rectangle,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.24.,Geometry-Rectangle (24),Different rotation,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.24.,Geometry-Rectangle (24),not a rectangle,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.24.,Geometry-Rectangle (24),shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.24.,Geometry-Rectangle (24),no 90 degree angles,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.24.,Geometry-Rectangle (24),Angels aren't right angels,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.24.,Geometry-Rectangle (24),not rectangular,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.24.,Geometry-Rectangle (24),tilted,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.24.,Geometry-Rectangle (24),"rhombus, not rectangle",gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.24.,Geometry-Rectangle (24),Rhombus shape. Angled sides,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.24.,Geometry-Rectangle (24),not square,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.24.,Geometry-Rectangle (24),More square and angled,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.24.,Geometry-Rectangle (24),Not a rectangle,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.24.,Geometry-Rectangle (24),not rectangle,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.24.,Geometry-Rectangle (24),shape,gvi_engDescr_131,0
R_3oGjriM8RtbiaLX,,,diff.1.25.,Geometry-Parallelogram (25),the sides are not parallel,gvi_engDescr_106,0
R_2AMXEuLmrSSErpc,,,diff.1.25.,Geometry-Parallelogram (25),Trapezoid instead of parallelagram,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.25.,Geometry-Parallelogram (25),trapezoid,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.25.,Geometry-Parallelogram (25),Not parallelogram,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.25.,Geometry-Parallelogram (25),Not parallelogram,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.25.,Geometry-Parallelogram (25),Longer one side,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.25.,Geometry-Parallelogram (25),it is a trapezoid,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.25.,Geometry-Parallelogram (25),not a parallelogram,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.25.,Geometry-Parallelogram (25),both sets of sides dont equal one another,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.25.,Geometry-Parallelogram (25),Not a parallelagram,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.25.,Geometry-Parallelogram (25),only trapazoid,gvi_engDescr_130,0
R_1N9r3iH3o2osSTg,,,diff.3.25.,Geometry-Parallelogram (25),Five,oddOneOut_104,0
R_2PBBUv1gTdHRAqC,,,diff.3.25.,Geometry-Parallelogram (25),shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.25.,Geometry-Parallelogram (25),only trapezoid,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.25.,Geometry-Parallelogram (25),Both pairs of sides not parallel,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.25.,Geometry-Parallelogram (25),not parallelogram,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.25.,Geometry-Parallelogram (25),trapezoid,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.25.,Geometry-Parallelogram (25),"trapezoid, not rhombus",gvi_engDescr_133,0
R_qQGYZSFzXZMzfvb,,,diff.4.25.,Geometry-Parallelogram (25),is not a rectangle,oddOneOut_101_test8,0
R_2zOzGSlpICiYQ9A,,,diff.4.25.,Geometry-Parallelogram (25),Trapezoid,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.25.,Geometry-Parallelogram (25),two lines not parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.25.,Geometry-Parallelogram (25),Trapezoid shape,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.25.,Geometry-Parallelogram (25),Different shape,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.25.,Geometry-Parallelogram (25),"trapezoid, not parallelogram",gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.25.,Geometry-Parallelogram (25),shape,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.26.,Geometry-Trapezoid (26),Bases 1 and 2 of trapezoid aren't parallel,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.26.,Geometry-Trapezoid (26),not sure,gvi_engDescr_119,1
R_1jjIkCmmHGItkRM,,,diff.1.26.,Geometry-Trapezoid (26),Least parallel,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.26.,Geometry-Trapezoid (26),Not parallelogram,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.26.,Geometry-Trapezoid (26),Wider one side,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.26.,Geometry-Trapezoid (26),weird,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.26.,Geometry-Trapezoid (26),does not have a set of parallel borders,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.26.,Geometry-Trapezoid (26),no equal sides,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.26.,Geometry-Trapezoid (26),Not a trapezoid,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.26.,Geometry-Trapezoid (26),unsure,gvi_engDescr_130,1
R_3QDX3HP0yiiNzmE,,,diff.3.26.,Geometry-Trapezoid (26),Not two lines are parallel,gvi_engDescr_105,0
R_2PBBUv1gTdHRAqC,,,diff.3.26.,Geometry-Trapezoid (26),Angle,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.26.,Geometry-Trapezoid (26),the other shapes more resemble a trapezoid,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.26.,Geometry-Trapezoid (26),both pairs of sides arent parallel,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.26.,Geometry-Trapezoid (26),not have a pair of lines parallel,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.26.,Geometry-Trapezoid (26),five side,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.26.,Geometry-Trapezoid (26),"trapezoid, not rhombus",gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.26.,Geometry-Trapezoid (26),Diamond type of shape,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.26.,Geometry-Trapezoid (26),not a regular shape,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.26.,Geometry-Trapezoid (26),Not as rectangular,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.26.,Geometry-Trapezoid (26),Not sure,gvi_engDescr_122,1
R_2pQMB1AiUu3SvUA,,,diff.4.26.,Geometry-Trapezoid (26),bent,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.26.,Geometry-Trapezoid (26),shape,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.27.,Transformation-axialsymmetry-vertical (27),"Triangles are parallel, not a mirror image.",gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.27.,Transformation-axialsymmetry-vertical (27),shapes not flipped,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.27.,Transformation-axialsymmetry-vertical (27),Not mirror images,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.27.,Transformation-axialsymmetry-vertical (27),rotation of triangle,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.27.,Transformation-axialsymmetry-vertical (27),Not symmetrical,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.27.,Transformation-axialsymmetry-vertical (27),not symmetric,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.27.,Transformation-axialsymmetry-vertical (27),shapes are not mirror flipped,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.27.,Transformation-axialsymmetry-vertical (27),different size,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.27.,Transformation-axialsymmetry-vertical (27),not a reflection over the line,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.27.,Transformation-axialsymmetry-vertical (27),"asymmetrical, if folded wouldn't match up",gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.27.,Transformation-axialsymmetry-vertical (27),Asymmetric,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.27.,Transformation-axialsymmetry-vertical (27),other shapes symmetrical over line,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.27.,Transformation-axialsymmetry-vertical (27),not mirrored,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.27.,Transformation-axialsymmetry-vertical (27),not symmetric,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.27.,Transformation-axialsymmetry-vertical (27),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.27.,Transformation-axialsymmetry-vertical (27),only set of non-mirror images,gvi_engDescr_133,0
R_3KPgyAQrwQ97nP3,,,diff.4.27.,Transformation-axialsymmetry-vertical (27),Not a reflection,gvi_engDescr_108,0
R_2zOzGSlpICiYQ9A,,,diff.4.27.,Transformation-axialsymmetry-vertical (27),Triangles aren't facing each other,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.27.,Transformation-axialsymmetry-vertical (27),parallel instead of reflection,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.27.,Transformation-axialsymmetry-vertical (27),The others are all tilted toward each other while this one is not.,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.27.,Transformation-axialsymmetry-vertical (27),Not mirror image,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.27.,Transformation-axialsymmetry-vertical (27),not symmetrical flip,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.27.,Transformation-axialsymmetry-vertical (27),not symmetrical,gvi_engDescr_131,0
R_31zu4hqhDXdgp8O,,,diff.1.28.,Geometry-axialsymmetry-vertical- (28),not symmetrical through the middle of the shape.,gvi_engDescr_110,0
R_2AMXEuLmrSSErpc,,,diff.1.28.,Geometry-axialsymmetry-vertical- (28),"Not the same pattern of shapes/shapes are offset, not lined up in middle",gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.28.,Geometry-axialsymmetry-vertical- (28),not symmetrical,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.28.,Geometry-axialsymmetry-vertical- (28),No line of reflection,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.28.,Geometry-axialsymmetry-vertical- (28),Less symmetrical,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.28.,Geometry-axialsymmetry-vertical- (28),Not symmetrical,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.28.,Geometry-axialsymmetry-vertical- (28),not symmetric,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.28.,Geometry-axialsymmetry-vertical- (28),asymmetrical,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.28.,Geometry-axialsymmetry-vertical- (28),not symmetrical,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.28.,Geometry-axialsymmetry-vertical- (28),Not symmetrical,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.28.,Geometry-axialsymmetry-vertical- (28),asymmetrical,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.28.,Geometry-axialsymmetry-vertical- (28),Shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.28.,Geometry-axialsymmetry-vertical- (28),the other shapes are symmetrical if a line went through them,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.28.,Geometry-axialsymmetry-vertical- (28),unbalanced shape,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.28.,Geometry-axialsymmetry-vertical- (28),not symmetric,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.28.,Geometry-axialsymmetry-vertical- (28),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.28.,Geometry-axialsymmetry-vertical- (28),asymmetrical unlike others,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.28.,Geometry-axialsymmetry-vertical- (28),More jagged and wild of a shape,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.28.,Geometry-axialsymmetry-vertical- (28),reflection not parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.28.,Geometry-axialsymmetry-vertical- (28),Stretched longitudally,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.28.,Geometry-axialsymmetry-vertical- (28),Not sure,gvi_engDescr_122,1
R_2pQMB1AiUu3SvUA,,,diff.4.28.,Geometry-axialsymmetry-vertical- (28),not symmetrical,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.28.,Geometry-axialsymmetry-vertical- (28),shape,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.29.,Geometry-axialsymmetry-horizontal (29),Not made up of the same shapes/shapes are off center,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.29.,Geometry-axialsymmetry-horizontal (29),not symmetrical,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.29.,Geometry-axialsymmetry-horizontal (29),No easy line of reflection,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.29.,Geometry-axialsymmetry-horizontal (29),less symmetrical,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.29.,Geometry-axialsymmetry-horizontal (29),Not symmetrical,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.29.,Geometry-axialsymmetry-horizontal (29),not symmetric,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.29.,Geometry-axialsymmetry-horizontal (29),asymmetrical,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.29.,Geometry-axialsymmetry-horizontal (29),not symmetrical when flipped,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.29.,Geometry-axialsymmetry-horizontal (29),Not symmetrical,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.29.,Geometry-axialsymmetry-horizontal (29),asymmetrical,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.29.,Geometry-axialsymmetry-horizontal (29),Shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.29.,Geometry-axialsymmetry-horizontal (29),the other shapes would be symmetrical if cut down the middle,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.29.,Geometry-axialsymmetry-horizontal (29),Not balanced,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.29.,Geometry-axialsymmetry-horizontal (29),not symmetric,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.29.,Geometry-axialsymmetry-horizontal (29),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.29.,Geometry-axialsymmetry-horizontal (29),asymmetrical unlike others,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.29.,Geometry-axialsymmetry-horizontal (29),More jagged of a shape. Random juts out instead of following a patter,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.29.,Geometry-axialsymmetry-horizontal (29),reflection instead of parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.29.,Geometry-axialsymmetry-horizontal (29),Scrunched together,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.29.,Geometry-axialsymmetry-horizontal (29),Not sure,gvi_engDescr_122,1
R_2pQMB1AiUu3SvUA,,,diff.4.29.,Geometry-axialsymmetry-horizontal (29),not symmetrical,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.29.,Geometry-axialsymmetry-horizontal (29),shape,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.30.,Geometry-axialsymmetry-randomaxis (30),Not made up of the same shapes/shapes are off center,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.30.,Geometry-axialsymmetry-randomaxis (30),not symmetrical,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.30.,Geometry-axialsymmetry-randomaxis (30),"No easy line of reflection, not as easily mirrored",gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.30.,Geometry-axialsymmetry-randomaxis (30),Less symmetrical,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.30.,Geometry-axialsymmetry-randomaxis (30),Not symmetrical,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.30.,Geometry-axialsymmetry-randomaxis (30),not symmetric,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.30.,Geometry-axialsymmetry-randomaxis (30),asymmetrical,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.30.,Geometry-axialsymmetry-randomaxis (30),odd looking,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.30.,Geometry-axialsymmetry-randomaxis (30),Not symmetrical,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.30.,Geometry-axialsymmetry-randomaxis (30),asymetrical,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.30.,Geometry-axialsymmetry-randomaxis (30),shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.30.,Geometry-axialsymmetry-randomaxis (30),other shapes would be symmetrical if folded over a line,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.30.,Geometry-axialsymmetry-randomaxis (30),Shape unbalanced,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.30.,Geometry-axialsymmetry-randomaxis (30),not symmetric,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.30.,Geometry-axialsymmetry-randomaxis (30),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.30.,Geometry-axialsymmetry-randomaxis (30),"asymmetrical, unlike others",gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.30.,Geometry-axialsymmetry-randomaxis (30),More jagged. Not as clean of a pattern,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.30.,Geometry-axialsymmetry-randomaxis (30),reflection not parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.30.,Geometry-axialsymmetry-randomaxis (30),Stretched out points.,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.30.,Geometry-axialsymmetry-randomaxis (30),not stacked,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.30.,Geometry-axialsymmetry-randomaxis (30),not symmetric,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.30.,Geometry-axialsymmetry-randomaxis (30),shape,gvi_engDescr_131,0
R_31zu4hqhDXdgp8O,,,diff.1.31.,Transformation-translation (31),this can't be flipped over a line to make the shapes be in the same place,gvi_engDescr_110,0
R_2AMXEuLmrSSErpc,,,diff.1.31.,Transformation-translation (31),Triangle not parallel to each other,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.31.,Transformation-translation (31),rotated shapes,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.31.,Transformation-translation (31),Triangles not facing same direction,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.31.,Transformation-translation (31),direction they're pointing,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.31.,Transformation-translation (31),Not in alignment with other shape,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.31.,Transformation-translation (31),different orientation,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.31.,Transformation-translation (31),shapes oriented in different direction,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.31.,Transformation-translation (31),are not set up same as the others,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.31.,Transformation-translation (31),Different Directions,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.31.,Transformation-translation (31),triangles aren't lined up,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.31.,Transformation-translation (31),Symmetric,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.31.,Transformation-translation (31),not facing same direction,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.31.,Transformation-translation (31),Not in the same direction,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.31.,Transformation-translation (31),not two similar shapes,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.31.,Transformation-translation (31),mirror reflection,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.31.,Transformation-translation (31),triangles face opposite directions,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.31.,Transformation-translation (31),Points of the triangle are facing different ways,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.31.,Transformation-translation (31),reflection not parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.31.,Transformation-translation (31),Points facing each other,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.31.,Transformation-translation (31),Not the same alignment,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.31.,Transformation-translation (31),one shape is flipped,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.31.,Transformation-translation (31),direction,gvi_engDescr_131,0
R_3oGjriM8RtbiaLX,,,diff.1.32.,Transformation-pointsymmetry (32),the line facing the dot is not parallel to one another,gvi_engDescr_106,0
R_2AMXEuLmrSSErpc,,,diff.1.32.,Transformation-pointsymmetry (32),Triangle sides are not parallel,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.32.,Transformation-pointsymmetry (32),same orientation,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.32.,Transformation-pointsymmetry (32),Flat side of second triangle not facing dot,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.32.,Transformation-pointsymmetry (32),triangles pointing same direction,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.32.,Transformation-pointsymmetry (32),Shapes are parallel,gvi_engDescr_132,0
R_1db5XLzFlF1OpoV,,,diff.2.32.,Transformation-pointsymmetry (32),ball spacing,oddOneOut_102,0
R_2fBaNefS4WQ4aSv,,,diff.2.32.,Transformation-pointsymmetry (32),different orientation,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.32.,Transformation-pointsymmetry (32),dot not between two parallel borders,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.32.,Transformation-pointsymmetry (32),oddly spcaed,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.32.,Transformation-pointsymmetry (32),Dot not between to sides,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.32.,Transformation-pointsymmetry (32),points of triangles facing same direction,gvi_engDescr_130,0
R_1N9r3iH3o2osSTg,,,diff.3.32.,Transformation-pointsymmetry (32),different orientation,oddOneOut_104,0
R_3efub8ocXmZSrkp,,,diff.3.32.,Transformation-pointsymmetry (32),triangles are not reflecting over dot,gvi_engDescr_111,0
R_2PBBUv1gTdHRAqC,,,diff.3.32.,Transformation-pointsymmetry (32),Asymmetric,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.32.,Transformation-pointsymmetry (32),others flipped over dot,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.32.,Transformation-pointsymmetry (32),Shapes not in opposite directions,gvi_engDescr_121,0
