subq_label,subjCode,response,response_noStopWords,count_wordsNounAdjAdvNum,count_wordsNounAdjAdvNum_noStop
Geometry-Proportion1-3 (21),gvi_engDescr_116,dot closer to end of line,dot closer end line,"6, 1, 0, 2, 0","4, 3, 0, 1, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_121,Dot too far away from center of line,dot far away center line,"8, 2, 0, 3, 0","5, 2, 1, 2, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_125,the distance on both sides are different,distance sides different,"7, 2, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_129,dot on the left,dot left,"4, 2, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_133,longest line,longest line,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_108,Higher orientation of object on screen,higher orientation object screen,"6, 3, 1, 0, 0","4, 2, 1, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_114,The black dot is closer to the edge,black dot closer edge,"8, 2, 1, 1, 0","4, 2, 1, 1, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_117,dot two far away from the center,dot two far away center,"7, 2, 0, 2, 1","5, 2, 0, 2, 1"
Geometry-Proportion1-3 (21),gvi_engDescr_120,Line is much longer,line much longer,"4, 0, 0, 2, 0","3, 1, 0, 2, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_122,Dot is farthest toward the end of the line,dot farthest toward end line,"9, 2, 1, 0, 0","5, 3, 1, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_126,distance from edge is shorter,distance edge shorter,"5, 2, 1, 0, 0","3, 3, 0, 0, 0"
Geometry-Proportion1-3 (21),gvi_engDescr_131,position of the spot,position spot,"4, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_113,This shape has sharper angles,shape sharper angles,"5, 2, 1, 0, 0","3, 3, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_119,not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_123,Shape not a perfect trapezoid,shape perfect trapezoid,"5, 1, 1, 1, 0","3, 3, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_128,Shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_132,Dot placement,dot placement,"2, 1, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_112,weird,weird,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_118,dot is further from the shorter base of trapezoid,dot shorter base trapezoid,"9, 3, 1, 1, 0","4, 4, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_124,dot is more on left side,dot left side,"6, 2, 1, 1, 0","3, 2, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_127,Not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_130,unsure,unsure,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_115,Position,position,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_116,no parallels,parallels,"2, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_121,Looks weird,looks weird,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_125,the point is not in the middle,point middle,"7, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_129,left dot,left dot,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_133,"trapezoid, not rhombus",trapezoid rhombus,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_114,The white dot is not as centered,white dot centered,"7, 1, 1, 1, 0","3, 1, 1, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_117,dot far away from the short line,dot far away short line,"7, 2, 1, 2, 0","5, 2, 1, 2, 0"
Geometry-Diagonals (22),gvi_engDescr_120,Different shape,different shape,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Diagonals (22),gvi_engDescr_122,Dot is more to one side,dot one side,"6, 1, 1, 0, 1","3, 2, 0, 0, 1"
Geometry-Diagonals (22),gvi_engDescr_126,dot close to larger base,dot close larger base,"5, 1, 1, 2, 0","4, 2, 1, 1, 0"
Geometry-Diagonals (22),gvi_engDescr_131,position,position,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_113,"Rectangle, not square",rectangle square,"3, 0, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_119,rectangle,rectangle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_123,"Rectangular, not square",rectangular square,"3, 0, 0, 1, 0","2, 1, 1, 0, 0"
Geometry-Square (23),gvi_engDescr_128,rectangle not square,rectangle square,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_132,Not a square,square,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_112,not a square,square,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_118,"rectangle, not square",rectangle square,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_124,different shape,different shape,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Square (23),gvi_engDescr_127,Not a square,square,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_130,not a square,square,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_115,Non-square,nonsquare,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_116,rectangle rather than square,rectangle rather square,"4, 1, 0, 1, 0","3, 2, 0, 1, 0"
Geometry-Square (23),gvi_engDescr_121,Not a square,square,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_125,not square,square,"2, 0, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_129,not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_133,"rectangle, not square",rectangle square,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_114,More of a rectangle shape,rectangle shape,"5, 2, 1, 0, 0","2, 2, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_117,not a square,square,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_120,This is a rectangle rather than a square like the rest.,rectangle rather square like rest,"11, 3, 0, 1, 0","5, 2, 1, 1, 0"
Geometry-Square (23),gvi_engDescr_122,Rectangle not a square,rectangle square,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_126,"rectangle, not square",rectangle square,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Square (23),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_113,Perimeter has sharper angles.,perimeter sharper angles,"4, 2, 1, 0, 0","3, 3, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_119,diamond,diamond,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_123,"Not a rectangle, it is a parallelogram",rectangle parallelogram,"7, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_128,Shape and angle different,shape angle different,"4, 1, 1, 0, 0","3, 1, 1, 0, 1"
Geometry-Rectangle (24),gvi_engDescr_132,Diamond shape,diamond shape,"2, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Rectangle (24),oddOneOut_102,diamond not a rectangle,diamond rectangle,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_112,not a symmetric shape,symmetric shape,"4, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_118,not a rectangle,rectangle,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_124,not a rectangle,rectangle,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_127,Different rotation,different rotation,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_130,not a rectangle,rectangle,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_115,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_116,no 90 degree angles,90 degree angles,"4, 2, 0, 0, 1","3, 1, 1, 0, 1"
Geometry-Rectangle (24),gvi_engDescr_121,Angels are not right angels,angels right angels,"5, 2, 1, 1, 0","3, 2, 0, 1, 0"
Geometry-Rectangle (24),gvi_engDescr_125,not rectangular,rectangular,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_129,tilted,tilted,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_133,"rhombus, not rectangle",rhombus rectangle,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_114,Rhombus shape. Angled sides,rhombus shape angled sides,"4, 2, 0, 0, 0","4, 3, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_117,not square,square,"2, 0, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_120,More square and angled,square angled,"4, 1, 1, 0, 0","2, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_122,Not a rectangle,rectangle,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_126,not rectangle,rectangle,"2, 0, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Rectangle (24),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_106,the sides are not parallel,sides parallel,"5, 1, 1, 1, 0","2, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_113,Trapezoid instead of parallelogram,trapezoid instead parallelogram,"4, 1, 0, 1, 0","3, 1, 1, 1, 0"
Geometry-Parallelogram (25),gvi_engDescr_119,trapezoid,trapezoid,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_123,Not parallelogram,parallelogram,"2, 0, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_128,Not parallelogram,parallelogram,"2, 0, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_132,Longer one side,longer one side,"3, 1, 1, 0, 1","3, 1, 1, 0, 1"
Geometry-Parallelogram (25),gvi_engDescr_112,it is a trapezoid,trapezoid,"4, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_118,not a parallelogram,parallelogram,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_124,both sets of sides dont equal one another,sets sides dont equal one another,"8, 2, 1, 0, 1","6, 2, 1, 0, 1"
Geometry-Parallelogram (25),gvi_engDescr_127,Not a parallelogram,parallelogram,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_130,only trapezoid,trapezoid,"2, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),oddOneOut_104,Five,five,"1, 0, 0, 0, 1","1, 0, 0, 0, 1"
Geometry-Parallelogram (25),gvi_engDescr_115,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_116,only trapezoid,trapezoid,"2, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_121,Both pairs of sides not parallel,pairs sides parallel,"6, 2, 0, 1, 0","3, 2, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_125,not parallelogram,parallelogram,"2, 0, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_129,trapezoid,trapezoid,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_133,"trapezoid, not rhombus",trapezoid rhombus,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Parallelogram (25),oddOneOut_101_test8,is not a rectangle,rectangle,"4, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_114,Trapezoid,trapezoid,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_117,two lines not parallel,two lines parallel,"4, 1, 0, 1, 1","3, 2, 0, 0, 1"
Geometry-Parallelogram (25),gvi_engDescr_120,Trapezoid shape,trapezoid shape,"2, 1, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_122,Different shape,different shape,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_126,"trapezoid, not parallelogram",trapezoid parallelogram,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Parallelogram (25),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_113,Bases 1 and 2 of trapezoid are not parallel,bases 1 2 trapezoid parallel,"9, 2, 1, 1, 2","5, 3, 0, 0, 2"
Geometry-Trapezoid (26),gvi_engDescr_119,not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_123,Least parallel,least parallel,"2, 1, 0, 0, 0","2, 0, 2, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_128,Not parallelogram,parallelogram,"2, 0, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_132,Wider one side,wider one side,"3, 1, 0, 0, 1","3, 2, 0, 0, 1"
Geometry-Trapezoid (26),gvi_engDescr_112,weird,weird,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_118,does not have a set of parallel borders,set parallel borders,"8, 2, 1, 1, 0","3, 1, 1, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_124,no equal sides,equal sides,"3, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_127,Not a trapezoid,trapezoid,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_130,unsure,unsure,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_105,Not two lines are parallel,two lines parallel,"5, 1, 1, 1, 1","3, 2, 0, 0, 1"
Geometry-Trapezoid (26),gvi_engDescr_115,Angle,angle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_116,the other shapes more resemble a trapezoid,shapes resemble trapezoid,"7, 2, 2, 1, 0","3, 2, 1, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_121,both pairs of sides arent parallel,pairs sides arent parallel,"6, 3, 1, 0, 0","4, 2, 0, 1, 0"
Geometry-Trapezoid (26),gvi_engDescr_125,not have a pair of lines parallel,pair lines parallel,"7, 3, 0, 1, 0","3, 2, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_129,five side,five side,"2, 1, 0, 0, 1","2, 1, 0, 0, 1"
Geometry-Trapezoid (26),gvi_engDescr_133,"trapezoid, not rhombus",trapezoid rhombus,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_114,Diamond type of shape,diamond type shape,"4, 2, 0, 0, 0","3, 3, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_117,not a regular shape,regular shape,"4, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_120,Not as rectangular,rectangular,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_122,Not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_126,bent,bent,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Trapezoid (26),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_113,"Triangles are parallel, not a mirror image.",triangles parallel mirror image,"7, 3, 0, 2, 0","4, 3, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_119,shapes not flipped,shapes flipped,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_123,Not mirror images,mirror images,"3, 2, 0, 1, 0","2, 2, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_128,rotation of triangle,rotation triangle,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_132,Not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_112,not symmetric,symmetric,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_118,shapes are not mirror flipped,shapes mirror flipped,"5, 1, 0, 2, 0","3, 2, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_124,different size,different size,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_127,not a reflection over the line,reflection line,"6, 2, 0, 1, 0","2, 2, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_130,"asymmetrical, if folded would not match up",asymmetrical folded would match,"7, 0, 1, 2, 0","4, 0, 1, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_115,Asymmetric,asymmetric,"1, 0, 1, 0, 0","1, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_116,other shapes symmetrical over line,shapes symmetrical line,"5, 2, 2, 0, 0","3, 2, 1, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_121,not mirrored,mirrored,"2, 0, 0, 1, 0","1, 0, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_125,not symmetric,symmetric,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_129,not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_133,only set of non-mirror images,set nonmirror images,"5, 2, 1, 1, 0","3, 2, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_108,Not a reflection,reflection,"3, 1, 0, 1, 0","1, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_114,Triangles are not facing each other,triangles facing,"6, 1, 1, 1, 0","2, 1, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_117,parallel instead of reflection,parallel instead reflection,"4, 1, 1, 1, 0","3, 1, 1, 1, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_120,The others are all tilted toward each other while this one is not.,others tilted toward one,"13, 1, 2, 1, 1","4, 1, 0, 0, 1"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_122,Not mirror image,mirror image,"3, 1, 1, 1, 0","2, 2, 0, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_126,not symmetrical flip,symmetrical flip,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Transformation-axialsymmetry-vertical (27),gvi_engDescr_131,not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_110,not symmetrical through the middle of the shape.,symmetrical middle shape,"8, 2, 1, 1, 0","3, 2, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_113,"Not the same pattern of shapes/shapes are offset, not lined up in middle",pattern shapesshapes offset lined middle,"13, 3, 1, 3, 0","5, 1, 2, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_119,not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_123,No line of reflection,line reflection,"4, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_128,Less symmetrical,less symmetrical,"2, 0, 1, 0, 0","2, 0, 1, 1, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_132,Not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_112,not symmetric,symmetric,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_118,asymmetrical,asymmetrical,"1, 0, 1, 0, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_124,not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_127,Not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_130,asymmetrical,asymmetrical,"1, 0, 1, 0, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_115,Shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_116,the other shapes are symmetrical if a line went through them,shapes symmetrical line went,"11, 2, 2, 0, 0","4, 2, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_121,unbalanced shape,unbalanced shape,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_125,not symmetric,symmetric,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_129,not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_133,asymmetrical unlike others,asymmetrical unlike others,"3, 1, 1, 0, 0","3, 1, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_114,More jagged and wild of a shape,jagged wild shape,"7, 1, 2, 1, 0","3, 1, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_117,reflection not parallel,reflection parallel,"3, 1, 1, 1, 0","2, 2, 0, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_120,Stretched longitudinally,stretched longitudinally,"2, 0, 0, 1, 0","2, 0, 0, 1, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_122,Not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_126,not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-vertical- (28),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_113,Not made up of the same shapes/shapes are off center,made shapesshapes center,"10, 2, 1, 1, 0","3, 2, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_119,not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_123,No easy line of reflection,easy line reflection,"5, 2, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_128,less symmetrical,less symmetrical,"2, 0, 1, 1, 0","2, 0, 1, 1, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_132,Not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_112,not symmetric,symmetric,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_118,asymmetrical,asymmetrical,"1, 0, 1, 0, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_124,not symmetrical when flipped,symmetrical flipped,"4, 0, 1, 1, 0","2, 0, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_127,Not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_130,asymmetrical,asymmetrical,"1, 0, 1, 0, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_115,Shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_116,the other shapes would be symmetrical if cut down the middle,shapes would symmetrical cut middle,"11, 2, 2, 1, 0","5, 3, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_121,Not balanced,balanced,"2, 0, 0, 1, 0","1, 0, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_125,not symmetric,symmetric,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_129,not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_133,asymmetrical unlike others,asymmetrical unlike others,"3, 1, 1, 0, 0","3, 1, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_114,More jagged of a shape. Random juts out instead of following a patter,jagged shape random juts instead following patter,"13, 3, 0, 3, 0","7, 4, 1, 1, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_117,reflection instead of parallel,reflection instead parallel,"4, 2, 0, 1, 0","3, 1, 1, 1, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_120,Scrunched together,scrunched together,"2, 0, 0, 1, 0","2, 0, 0, 1, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_122,Not sure,sure,"2, 0, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_126,not symmetrical,symmetrical,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-axialsymmetry-horizontal (29),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-axialsymmetry-randomaxis (30),gvi_engDescr_113,Not made up of the same shapes/shapes are off center,made shapesshapes center,"10, 2, 1, 1, 0","3, 2, 0, 0, 0"
